ENROLLMENT,TUITION PAYMENT MARCH 2022,TUITION PAYMENT MARCH 2023,GENDER,TYPE OF EDUCATIONAL INSTITUTION,EDUCATIONAL INSTITUTION,INSTITUTION STATUS,DEPARTMENT,PROVINCE,DISTRICT,CLASSIFICATION,CAMPUS,FACULTY,PROGRAM/MAJOR,SHIFT/SCHEDULE,BENEFIT DISCOUNTS,STUDY MODE,AGE RANGE OF ENROLLED STUDENT,DISABILITY,NUMBER OF ENROLLED COURSES,AT-RISK COURSE
2,1,1,2,COLEGIO,REGINA PACIS,PRIVADA,19,124,448,1,10,2,19,1,4,0,2,0,3,0
2,1,1,1,,PAMER,,19,124,448,1,10,0,10,0,4,0,2,0,2,0
2,1,1,1,COLEGIO,VICTOR FRANCISCO ROSALES ORTEG,ESTATAL,19,124,448,1,10,4,78,1,4,0,1,0,1,0
2,1,1,2,,,,19,145,601,2,10,5,16,1,4,0,2,0,3,0
2,1,1,1,COLEGIO,SOCRATES,PRIVADA,19,124,448,1,10,5,67,1,4,0,3,0,3,0
2,1,1,2,COLEGIO,INCA PACHACUTEC,ESTATAL,19,70,215,3,10,4,79,0,4,2,2,0,3,0
2,0,0,1,,,,19,147,424,3,10,5,53,0,4,0,2,0,2,2
2,1,1,1,COLEGIO,SAN MIGUEL,ESTATAL,19,124,448,1,10,6,41,0,4,0,0,0,1,0
2,1,1,1,,PROYECTO,,19,124,448,1,10,6,41,0,4,0,0,0,3,0
2,1,1,1,,HOGAR SAN ANTONIO,,19,124,448,1,10,0,4,1,4,0,1,0,3,0
2,1,1,1,COLEGIO,EL TRIUNFO,PRIVADA,19,124,448,1,10,6,41,0,4,0,0,0,4,0
2,1,1,1,COLEGIO,MARISCAL RAMON CASTILLA,ESTATAL,19,124,89,1,10,0,4,0,4,0,4,0,1,0
2,1,1,2,COLEGIO,FEDERICO VILLARREAL,PRIVADA,19,124,448,1,10,5,52,2,4,0,0,0,0,0
2,1,1,2,COLEGIO,COLEGIO TECNICO DE APLICACION,ESTATAL,19,124,280,1,10,5,67,0,4,0,2,0,3,0
2,1,0,1,,UNIVERSIDAD CESAR VALLEJO,,19,124,448,1,10,0,1,2,4,0,1,0,3,0
2,1,1,2,,,,19,124,448,2,10,5,16,0,4,2,3,0,1,0
2,1,1,2,,,,19,124,294,3,10,4,79,1,4,0,0,0,2,0
2,1,1,1,COLEGIO,PNP BACILIO RAMIREZ PEÑA,ESTATAL,19,124,448,3,10,5,53,0,4,1,1,0,1,0
2,1,1,1,,,,19,145,601,3,10,0,2,2,4,2,1,0,2,0
2,1,1,1,,FRAY MARTIN DE PORRAS,,19,145,601,3,10,0,2,2,4,2,0,0,1,0
2,0,0,2,,,,19,147,183,3,10,6,43,1,4,0,0,0,1,1
2,1,1,2,COLEGIO,15285 MARIA AUXILIADORA,ESTATAL,19,145,601,1,10,5,16,2,4,2,0,0,1,1
2,1,1,2,,VALLESOL,,19,124,448,3,10,6,43,2,4,2,1,0,4,0
2,1,1,1,COLEGIO,BELEN,PRIVADA,19,124,448,1,10,6,41,2,4,0,0,0,2,0
2,1,1,1,COLEGIO,SAN LUIS GONZAGA,PRIVADA,19,124,652,1,10,6,41,0,4,0,2,0,3,0
2,0,0,2,COLEGIO,RICARDO PALMA,PRIVADA,19,124,89,3,10,0,2,0,4,0,3,0,1,1
2,1,0,1,,,,19,124,448,2,10,5,16,1,4,0,4,0,4,0
2,1,1,2,COLEGIO,LA INMACULADA,ESTATAL,19,147,424,3,10,3,26,2,4,2,4,0,1,1
2,1,1,2,COLEGIO,ISAAC NEWTON TUMBES S.A.C.,PRIVADA,23,154,639,3,10,3,26,2,4,2,1,0,3,0
2,1,1,1,COLEGIO,THALES DE MILETO,PRIVADA,23,154,639,1,10,0,10,0,4,0,0,0,2,0
2,1,1,1,COLEGIO,PITAGORAS,PRIVADA,19,124,89,1,10,0,1,0,4,0,0,0,1,0
2,1,1,1,,,,19,124,448,3,10,6,43,1,4,0,0,0,1,0
2,1,1,1,,042 ALIPIO ROSALES CAMACHO,,23,154,415,1,10,3,24,1,4,2,0,0,0,0
2,1,1,2,,,,19,124,448,2,10,5,16,1,4,0,2,0,3,0
0,1,1,1,INSTITUTO,SENATI,PRIVADA,1,139,124,1,3,5,52,2,4,0,4,0,3,0
0,0,0,2,,,,1,139,379,1,3,2,19,2,4,0,2,0,3,0
0,1,1,1,,80737,,12,121,627,1,3,5,67,2,4,0,0,0,3,0
0,1,1,1,COLEGIO,SAN PEDRO,ESTATAL,1,139,124,1,3,0,10,1,4,0,0,0,3,3
0,0,0,2,,SANTA MARIA DE CERVELLO,,1,139,124,1,3,0,4,1,4,0,1,0,0,0
0,1,1,2,,UniversidadPrivadaLosÁngele,,1,35,88,1,3,4,78,1,4,0,1,0,2,2
0,1,1,2,COLEGIO,SANTA TERESITA,PRIVADA,1,139,152,2,3,2,23,2,4,2,2,0,1,0
0,0,0,2,,88336 GASTON VIDAL PORTURAS,,1,139,379,1,3,0,4,1,4,0,0,0,0,0
0,0,0,2,COLEGIO,MARISCAL LUZURIAGA,ESTATAL,1,35,88,1,3,3,24,2,4,0,0,0,3,0
0,1,1,1,INSTITUTO,SAN PEDRO,PRIVADA,1,139,152,1,3,5,67,2,4,0,3,0,3,0
0,1,1,2,INSTITUTO,AMERICA,PRIVADA,1,139,124,1,3,2,19,1,4,0,2,0,3,0
0,0,0,2,INSTITUTO,MODERN SYSTEMS,PRIVADA,1,139,379,3,3,2,20,2,4,2,2,0,0,0
0,0,0,1,,,,1,139,379,1,3,0,1,1,4,0,4,0,1,0
0,1,0,2,COLEGIO,88106 JOSE CARLOS MARIATEGUI,ESTATAL,1,79,233,1,3,0,4,2,4,0,0,0,1,0
0,1,1,2,COLEGIO,LOS ANGELES DE CHIMBOTE,PRIVADA,1,139,124,1,3,5,52,1,4,0,0,0,3,0
0,0,0,1,,POLICIA,,1,139,379,3,3,2,20,2,4,2,4,0,0,0
0,0,0,1,,88047 AUGUSTO SALAZAR BONDY,,1,139,124,1,3,2,19,1,4,0,0,0,3,3
0,0,0,1,,SANTA MARIA DE CERVELLO,,1,139,379,1,3,5,52,1,4,0,0,0,0,0
0,0,0,2,COLEGIO,EL NAZARENO,PRIVADA,1,139,379,1,3,0,10,1,4,0,0,0,0,0
0,1,1,1,INSTITUTO,SENATI,PRIVADA,1,139,124,2,3,5,63,2,4,0,2,0,2,0
0,0,0,1,COLEGIO,DOS DE MAYO,ESTATAL,1,139,124,1,3,6,41,0,4,0,0,0,0,0
0,0,0,2,,88047 AUGUSTO SALAZAR BONDY,,1,139,379,1,3,0,1,2,4,0,0,0,0,0
0,1,1,2,,88336 GASTON VIDAL PORTURAS,,1,139,379,1,3,3,24,1,4,0,1,0,3,0
0,0,0,1,COLEGIO,INNOVASCHOOLS-NUEVOCHIMBOT,PRIVADA,1,139,379,1,3,5,16,2,4,0,0,0,0,0
0,1,0,2,COLEGIO,EL GRAN MAESTRO,PRIVADA,1,139,379,1,3,0,10,2,4,0,0,0,3,0
0,0,0,1,COLEGIO,SANTA MARIA REINA,ESTATAL,1,139,379,1,3,0,10,1,4,2,1,0,1,0
0,0,0,2,,SANTA MARIA DE CERVELLO,,1,139,379,1,3,0,10,1,4,0,0,0,3,0
0,1,0,1,COLEGIO,SANTA ISABEL DE HUNGRIA,PRIVADA,1,35,88,1,3,3,24,2,4,0,0,0,2,0
0,0,0,1,,CEBA - BENJAMIN BLOOM,,1,139,124,1,3,3,24,2,4,0,4,0,0,0
0,0,0,2,,,,1,139,124,1,3,5,67,1,4,0,0,0,0,0
0,1,0,1,COLEGIO,MARISCAL LUZURIAGA,ESTATAL,1,35,88,3,3,0,2,1,4,2,4,0,1,0
0,0,0,2,,88407,,1,139,124,3,3,4,79,2,4,0,1,0,0,0
0,0,0,1,COLEGIO,16470 SAN IGNACIO DE LOYOLA,ESTATAL,12,159,112,1,3,5,52,2,4,0,2,0,0,0
0,1,1,2,,88336 GASTON VIDAL PORTURAS,,1,139,379,1,3,3,24,1,4,0,0,0,2,0
0,1,1,1,,88099,,1,139,372,1,3,5,67,2,4,0,0,0,1,0
0,0,0,1,COLEGIO,INMACULADA DE LA MERCED,ESTATAL,1,139,124,1,3,6,41,1,4,0,1,0,3,0
0,0,0,1,,88245 CARLOS ARAMBURU ELEJALDE,,1,139,558,1,3,5,52,0,4,2,0,0,0,0
0,1,1,1,,88047 AUGUSTO SALAZAR BONDY,,1,139,379,1,3,2,19,2,4,0,0,0,3,0
0,0,0,1,,88336 GASTON VIDAL PORTURAS,,1,139,379,3,3,2,20,2,4,2,1,0,3,3
0,0,0,1,,UNIVERSIDAD,,1,139,124,1,3,6,41,2,4,0,4,0,3,0
0,1,1,1,,88388 SAN LUIS DE LA PAZ,,1,139,124,1,3,5,67,1,4,0,0,0,3,0
0,0,0,1,,88336 GASTON VIDAL PORTURAS,,1,139,379,1,3,0,1,2,4,0,0,0,0,0
0,0,0,2,,GRAL.DIV.EP JUAN VELASCO ALVAR,,1,139,124,1,3,3,24,1,4,0,0,0,0,0
0,0,0,1,INSTITUTO,SENATI,PRIVADA,1,139,379,1,3,5,52,2,4,0,4,0,3,0
0,0,0,2,COLEGIO,PEDRO NOLASCO,PRIVADA,1,139,379,1,3,3,24,2,4,0,0,0,3,0
0,1,1,1,COLEGIO,PESTALOZZI,PRIVADA,1,139,379,1,3,3,24,1,4,0,0,0,2,0
0,1,1,1,,88320,,1,139,124,1,3,2,19,2,4,0,2,0,3,0
0,1,1,1,COLEGIO,88101 CESAR ABRAHAM VALLEJO ME,ESTATAL,1,35,88,1,3,5,67,1,4,0,0,0,3,0
0,0,0,2,,UNIVERSIDAD,,1,139,379,2,3,3,25,2,4,2,4,0,3,0
0,0,0,1,COLEGIO,TRILCE,PRIVADA,1,139,124,3,3,5,53,2,4,2,3,0,3,3
0,0,0,1,,88047 AUGUSTO SALAZAR BONDY,,1,139,379,3,3,3,26,2,4,0,3,0,0,0
0,0,0,1,COLEGIO,88101 CESAR ABRAHAM VALLEJO ME,ESTATAL,1,35,88,1,3,5,52,2,4,0,0,0,3,0
0,0,0,2,,88330 SANTISIMA CRUZ DE MAYO,,1,139,558,1,3,3,24,2,4,0,0,0,3,0
0,0,0,1,COLEGIO,REPUBLICA ARGENTINA,ESTATAL,1,139,379,1,3,5,67,2,4,1,0,0,1,0
0,0,0,1,COLEGIO,INNOVASCHOOLS-NUEVOCHIMBOT,PRIVADA,1,139,379,1,3,3,24,1,4,0,0,0,0,0
0,1,1,1,COLEGIO,88101 CESAR ABRAHAM VALLEJO ME,ESTATAL,1,139,379,1,3,6,41,2,4,2,0,0,1,0
0,0,0,2,,NIÑO DIOS,,1,139,124,2,3,4,81,1,4,2,4,0,0,0
0,0,0,1,COLEGIO,SANTO DOMINGO,ESTATAL,1,139,379,1,3,5,67,2,4,0,2,0,3,0
0,0,0,2,,88047 AUGUSTO SALAZAR BONDY,,1,139,379,2,3,3,25,1,4,2,3,0,3,3
0,1,1,2,,88336 GASTON VIDAL PORTURAS,,1,139,379,1,3,0,10,1,4,0,0,0,3,0
0,0,0,2,COLEGIO,INMACULADA DE LA MERCED,ESTATAL,1,139,124,1,3,4,78,1,4,0,0,0,3,0
0,0,0,1,,88218,,1,139,379,1,3,6,41,1,4,0,1,0,0,0
1,1,1,1,,,,1,139,124,1,3,0,1,2,4,0,1,0,3,0
1,0,0,1,,,,1,143,480,1,3,4,78,2,4,2,1,0,2,0
1,0,0,2,COLEGIO,ANTONIO RAIMONDI,PRIVADA,1,139,124,1,3,0,4,2,4,2,1,0,2,0
1,0,0,1,COLEGIO,SANTA ROSA DE LIMA,PRIVADA,1,139,124,1,3,0,1,1,4,2,2,0,3,0
1,1,0,1,,,,1,139,379,2,3,5,63,2,4,2,4,0,2,0
1,1,1,2,,88047 AUGUSTO SALAZAR BONDY,,1,139,379,1,3,0,10,2,4,0,1,0,2,0
1,0,0,2,,88016 JOSE GALVEZ EGUSQUIZA,,1,139,124,1,3,0,1,1,4,0,1,0,2,0
1,1,1,1,COLEGIO,LOS ANGELES DE CHIMBOTE,PRIVADA,1,139,124,1,3,0,1,2,4,0,1,0,2,0
1,1,1,2,,REYNA DE LAS AMERICAS,,15,130,13,1,3,4,78,0,4,0,3,0,2,0
1,0,0,2,,,,1,139,379,2,3,3,25,2,4,0,3,0,0,0
1,1,1,2,COLEGIO,86645 RICARDO PALAMA,ESTATAL,1,139,379,1,3,0,10,2,4,2,2,0,2,0
1,1,1,2,COLEGIO,INMACULADA DE LA MERCED,ESTATAL,1,139,124,1,3,5,52,2,4,0,2,0,1,0
1,1,1,2,,EL DIVINO HACEDOR,,1,139,124,1,3,4,78,0,4,2,4,0,1,0
1,1,1,1,,SANTO TOMAS EL APOSTOL,,1,139,379,1,3,3,24,2,4,2,2,0,2,0
1,0,0,2,,051 VIRGEN DE FATIMA,,1,79,233,0,3,2,22,2,4,0,3,0,0,0
1,0,0,1,COLEGIO,GRAN MARISCAL LUIS JOSE DE ORB,PRIVADA,1,139,558,1,3,6,41,1,4,2,2,0,1,1
1,0,0,2,,,,1,79,233,2,3,5,63,1,4,2,2,0,4,0
1,1,1,2,,CEBA - ANDRES BELLO,,1,139,558,1,3,2,19,1,4,0,1,0,3,0
1,1,1,2,COLEGIO,INMACULADA DE LA MERCED,ESTATAL,1,139,124,1,3,5,16,1,4,0,0,0,3,0
1,1,1,2,COLEGIO,JEAN PIAGET,PRIVADA,1,139,152,1,3,0,4,1,4,0,1,0,2,2
1,0,0,1,,UNIVERSIDAD,,1,139,124,0,3,2,22,1,4,0,4,0,0,0
1,1,1,1,COLEGIO,VILLA MARIA,ESTATAL,1,139,379,1,3,2,19,2,4,0,3,0,2,0
1,1,1,2,COLEGIO,REPUBLICA ARGENTINA,ESTATAL,1,139,124,1,3,0,1,2,4,2,2,0,3,0
1,1,1,2,,,,1,139,124,1,3,0,10,1,4,0,4,0,3,0
1,1,1,2,,,,1,139,379,1,3,2,19,2,4,0,0,0,3,0
1,0,0,2,,,,1,139,124,1,3,0,10,2,4,0,0,0,3,0
1,1,1,2,COLEGIO,EL GRAN MAESTRO,PRIVADA,1,139,379,1,3,5,67,2,4,0,0,0,1,1
1,1,1,2,COLEGIO,SAN LORENZO,PRIVADA,1,139,152,1,3,3,24,2,4,0,0,0,1,0
1,1,1,2,INSTITUTO,SENATI,PRIVADA,1,139,124,3,3,3,26,0,5,0,3,0,3,0
1,1,1,1,COLEGIO,JESUS MAESTRO,PRIVADA,1,139,379,1,3,5,67,1,4,0,0,0,2,0
1,1,1,1,,,,1,139,124,1,3,0,1,2,4,0,1,0,1,1
1,1,1,2,,,,1,139,124,1,3,4,78,2,4,0,0,0,1,1
1,0,0,2,COLEGIO,88101 CESAR ABRAHAM VALLEJO ME,ESTATAL,14,98,320,1,3,3,24,2,4,0,1,0,2,0
1,1,1,1,COLEGIO,PEDRO NOLASCO,PRIVADA,1,139,379,1,3,3,24,2,4,0,0,0,1,0
1,1,1,2,,BERESHIT,,1,139,124,1,3,3,24,2,4,0,0,0,3,0
1,1,1,2,,88047 AUGUSTO SALAZAR BONDY,,1,139,379,1,3,0,1,1,4,0,1,0,1,1
1,1,1,1,,88042,,1,139,379,1,3,6,41,2,4,0,1,0,2,2
1,1,1,2,,,,1,139,124,1,3,2,19,1,4,0,0,0,4,0
2,1,1,2,,,,14,98,320,3,3,0,2,1,4,2,2,0,3,0
2,1,1,1,COLEGIO,SAN JOSE,ESTATAL,1,139,124,1,3,6,41,2,4,2,2,0,3,0
2,1,1,1,,,,14,98,606,1,3,0,10,2,4,2,2,0,1,0
2,1,1,1,,,,1,139,379,3,3,5,53,1,4,1,1,0,1,0
2,1,1,1,,,,1,139,124,2,3,5,63,0,4,1,2,0,1,0
2,1,1,2,COLEGIO,AGUSTO SALAZAR BONDY,ESTATAL,1,139,379,1,3,4,78,0,4,0,1,0,2,0
2,1,1,1,COLEGIO,PEDRO NOLASCO,PRIVADA,1,139,379,0,3,5,62,2,4,0,3,0,0,0
2,1,1,2,,,,1,139,379,2,3,5,16,1,4,0,2,0,1,0
2,1,1,2,COLEGIO,INMACULADA DE LA MERCED,ESTATAL,1,139,124,1,3,5,16,2,4,0,1,0,3,0
2,1,1,2,COLEGIO,MUNDO MEJOR,PRIVADA,1,139,124,1,3,4,78,0,4,0,1,0,1,0
2,1,1,2,COLEGIO,88227 PEDRO PABLO ATUSPARIA,ESTATAL,1,139,379,1,3,4,78,1,4,0,2,0,2,0
2,1,1,2,COLEGIO,INNOVASCHOOLS-NUEVOCHIMBOT,PRIVADA,1,139,379,1,3,4,78,0,4,0,1,0,2,0
2,1,1,2,,,,1,139,379,2,3,3,25,2,4,2,1,0,2,0
2,1,1,2,,,,1,139,379,2,3,4,81,0,4,0,1,0,1,0
2,1,1,1,,,,1,139,124,2,3,5,16,1,4,2,1,0,1,0
2,1,1,1,,,,1,139,379,2,3,0,4,1,4,1,1,0,1,0
2,0,0,2,,,,1,139,379,1,3,5,52,2,4,0,1,0,0,0
2,1,1,1,COLEGIO,PESTALOZZI,PRIVADA,1,139,379,1,3,5,52,2,4,0,1,0,0,0
2,1,1,2,,,,1,139,124,2,3,3,25,2,4,0,2,0,3,0
2,1,1,1,,,,1,139,124,3,3,5,53,1,4,1,1,0,1,0
2,1,1,1,COLEGIO,PEDRO NOLASCO,PRIVADA,1,139,379,1,3,5,52,2,4,0,3,0,0,0
2,1,1,1,,,,1,139,379,1,3,4,78,1,4,0,1,0,2,0
2,1,1,1,COLEGIO,INNOVASCHOOLS-NUEVOCHIMBOT,PRIVADA,1,139,379,1,3,5,52,0,4,2,1,0,1,0
2,1,1,1,,,,1,139,124,3,3,6,43,2,4,2,1,0,3,0
2,1,1,2,,,,1,139,124,3,3,5,53,0,4,1,1,0,1,0
2,1,1,2,,,,1,139,379,2,3,5,16,0,4,2,1,0,2,2
2,0,0,1,INSTITUTO,CITEN,ESTATAL,1,139,379,1,3,5,67,2,4,0,3,0,0,0
2,1,1,1,,NIÑO DIOS,,1,139,124,1,3,5,52,1,4,2,1,0,1,0
2,1,1,1,COLEGIO,KARL WEISS,ESTATAL,13,43,121,3,3,6,43,2,4,2,4,0,0,0
2,1,1,1,,,,1,139,379,2,3,3,25,1,4,2,1,0,3,0
2,1,1,1,COLEGIO,REPUBLICA ARGENTINA,ESTATAL,1,139,379,1,3,6,41,2,4,0,1,0,3,3
2,1,1,2,COLEGIO,VIRGEN DE GUADALUPE,PRIVADA,1,139,124,1,3,4,78,0,4,0,1,0,1,0
2,1,1,2,COLEGIO,PEDRO NOLASCO,PRIVADA,1,139,379,1,3,5,16,2,4,0,1,0,2,0
2,1,1,1,,,,1,35,88,2,3,4,81,0,4,0,1,0,2,0
2,1,1,2,,,,1,139,379,2,3,4,81,0,4,2,2,0,1,0
2,1,1,2,COLEGIO,EXPERIMENTAL UNIVERSIDAD NACIO,ESTATAL,1,139,379,1,3,3,24,1,4,0,1,0,0,0
2,1,1,2,COLEGIO,NEWTON,PRIVADA,1,139,124,1,3,3,24,2,4,2,1,0,2,0
2,0,0,1,,,,1,139,379,1,3,0,10,1,4,2,4,0,3,0
2,1,1,2,COLEGIO,INMACULADA DE LA MERCED,ESTATAL,1,139,124,1,3,4,78,0,4,0,1,0,1,0
2,1,1,1,,,,1,139,124,3,3,5,53,1,4,1,1,0,1,0
2,1,1,1,COLEGIO,JAQUES DELORS,PRIVADA,1,139,379,1,3,0,10,2,4,0,1,0,0,0
2,1,1,1,,,,1,139,124,1,3,5,67,1,4,2,1,0,0,0
2,1,1,2,,,,1,139,558,2,3,3,25,2,4,2,1,0,2,0
2,1,1,1,,,,1,139,124,3,3,6,43,2,4,2,2,0,2,2
2,1,1,2,,,,1,139,124,3,3,5,53,1,5,1,1,0,1,0
2,1,1,2,,,,1,139,124,2,3,5,16,1,4,0,3,0,2,0
2,1,1,2,COLEGIO,MUNDO MEJOR,PRIVADA,1,139,124,1,3,0,4,1,4,2,2,0,2,2
2,1,1,1,,,,1,139,379,1,3,5,52,2,4,0,2,0,2,0
2,1,1,1,,,,1,139,124,2,3,3,25,2,4,0,1,0,1,0
2,1,1,1,,,,1,139,379,1,3,4,78,2,4,2,3,0,1,0
2,1,1,2,,,,1,139,379,1,3,0,4,0,4,2,1,0,0,0
2,1,1,1,,,,14,76,110,3,3,5,53,1,4,1,1,0,1,0
2,1,1,2,COLEGIO,SANTA ROSA DE LIMA,PRIVADA,1,139,124,1,3,4,78,0,4,0,1,0,1,0
2,1,1,1,,,,1,139,379,2,3,0,12,1,4,1,1,0,1,0
2,1,1,2,COLEGIO,SANTA ROSA DE LIMA,PRIVADA,1,139,124,1,3,5,16,1,4,2,1,0,1,1
2,1,1,1,,,,1,35,88,3,3,5,53,1,4,1,1,0,1,0
2,1,1,1,COLEGIO,JESUS MAESTRO,PRIVADA,1,139,379,1,3,5,16,2,4,0,1,0,1,0
2,1,1,1,COLEGIO,RAMON CASTILLA,PRIVADA,1,139,379,1,3,5,52,2,4,0,1,0,3,0
2,1,1,1,,,,1,139,379,3,3,3,26,1,4,2,4,0,1,1
2,1,1,1,COLEGIO,NIÑO JESUS DE PRAGA,PRIVADA,1,139,124,1,3,6,41,2,4,0,1,0,0,0
2,1,1,1,,,,1,139,379,3,3,5,53,1,4,1,2,0,1,0
2,1,1,1,COLEGIO,INNOVASCHOOLS-NUEVOCHIMBOT,PRIVADA,1,139,379,1,3,5,52,2,4,0,2,0,0,0
2,1,1,1,COLEGIO,REAL PACIFICO,PRIVADA,1,139,379,1,3,0,4,2,4,0,2,0,2,2
2,1,1,1,,,,1,139,379,3,3,5,53,0,4,2,1,0,1,1
2,1,1,2,,,,1,139,124,1,3,4,78,0,4,0,1,0,1,0
2,1,1,1,,,,1,139,124,3,3,5,53,1,4,1,1,0,1,0
2,1,1,1,COLEGIO,MARISCAL LUZURIAGA,ESTATAL,1,35,88,1,3,0,4,1,4,2,2,0,1,0
2,1,1,2,,,,1,139,124,3,3,5,53,1,4,1,1,0,1,0
2,1,1,2,COLEGIO,VIRGEN DE GUADALUPE,PRIVADA,1,139,124,2,3,5,63,0,4,0,1,0,0,0
2,1,1,2,COLEGIO,EXPERIMENTAL UNIVERSIDAD NACIO,ESTATAL,1,139,379,3,3,5,53,2,4,1,2,0,0,0
2,0,0,1,,,,1,139,379,2,3,3,25,2,4,2,3,0,2,0
2,1,1,2,COLEGIO,EL NAZARENO,PRIVADA,1,139,379,1,3,0,4,2,4,0,1,0,0,0
2,1,1,2,COLEGIO,MUNDO MEJOR,PRIVADA,1,139,124,1,3,2,19,0,4,0,2,0,0,0
2,1,1,2,,SANTA MARIA DE CERVELLO,,1,139,379,1,3,5,16,1,4,0,1,0,1,0
2,1,1,2,,,,1,139,124,2,3,0,12,2,4,2,1,0,1,1
2,1,1,2,COLEGIO,JAQUES DELORS,PRIVADA,1,139,379,1,3,3,24,2,4,0,1,0,2,0
2,1,1,2,COLEGIO,INMACULADA DE LA MERCED,ESTATAL,1,139,124,3,3,5,53,1,4,1,1,0,1,0
2,1,1,1,COLEGIO,CATHOLIC HIGH SCHOOL,PRIVADA,1,139,379,1,3,4,78,0,4,0,2,0,2,0
2,1,1,2,,,,1,139,124,1,3,5,52,1,4,0,2,0,1,1
2,1,1,1,,UNIVERSIDAD,,1,139,124,1,3,4,78,1,4,0,2,0,2,0
2,1,1,1,,,,12,159,202,1,3,6,41,1,4,0,2,0,0,0
2,1,1,2,,,,1,139,124,3,3,5,53,1,4,1,1,0,1,0
2,1,1,2,,,,1,139,379,1,3,0,10,2,4,0,2,0,1,0
2,1,1,1,,,,1,139,379,3,3,3,26,0,4,2,2,0,2,0
2,1,1,1,,,,1,35,88,3,3,6,43,0,4,2,1,0,2,0
2,1,1,1,,,,1,139,124,3,3,6,43,2,4,2,3,0,2,0
2,1,1,1,COLEGIO,INMACULADA DE LA MERCED,ESTATAL,1,139,124,1,3,5,52,2,4,0,1,0,2,0
2,1,1,1,,,,1,139,379,2,3,5,67,0,4,2,1,0,2,0
2,1,1,2,,,,1,139,379,2,3,0,14,2,4,2,2,0,2,0
2,1,1,1,COLEGIO,SANTA TERESITA DE JESUS,PRIVADA,1,35,88,1,3,5,16,0,4,2,1,0,1,0
2,1,1,1,,,,1,139,379,3,3,6,43,2,4,0,3,0,3,0
2,1,1,1,,,,1,139,124,2,3,4,81,0,4,0,2,0,2,0
2,1,1,2,,,,1,139,558,3,3,4,79,1,4,0,2,0,2,0
2,1,1,2,,,,1,139,379,2,3,5,63,1,4,2,2,0,3,0
2,1,1,2,,88037 ANTENOR SANCHEZ,,1,139,124,1,3,5,16,2,4,0,1,0,3,0
2,1,1,2,,,,1,79,233,3,3,6,43,2,4,2,1,0,1,0
2,1,1,1,,,,1,139,124,3,3,5,53,1,4,1,2,0,1,0
2,1,1,2,COLEGIO,INMACULADA DE LA MERCED,ESTATAL,1,139,124,2,3,5,63,0,4,0,1,0,0,0
2,1,1,2,,,,1,139,379,2,3,0,4,2,4,2,1,0,1,0
2,1,1,1,,,,1,139,379,3,3,6,43,2,4,0,2,0,0,0
2,1,1,1,,,,1,139,124,3,3,5,53,1,4,1,1,0,1,0
2,1,1,1,COLEGIO,IMACULADA CONCEPCION,ESTATAL,1,139,152,1,3,0,1,0,4,2,2,0,1,1
2,1,1,2,,,,1,139,124,2,3,3,25,2,4,2,1,0,3,0
2,1,1,2,,UNIVERSIDAD,,1,139,124,1,3,5,16,0,4,0,1,0,1,0
2,1,1,1,,,,1,139,124,2,3,5,63,1,4,0,1,0,3,0
2,1,1,1,,,,1,139,124,3,3,5,53,1,4,2,2,0,2,0
2,1,1,2,,,,1,139,124,1,3,5,67,1,4,2,1,0,1,0
2,1,1,2,COLEGIO,JESUS MAESTRO,PRIVADA,1,139,379,1,3,0,10,1,4,0,1,0,0,0
2,1,1,1,,,,1,139,124,1,3,5,67,2,4,0,2,0,2,0
2,1,1,2,,88336 GASTON VIDAL PORTURAS,,1,139,379,1,3,0,4,2,4,2,1,0,1,0
2,1,1,2,,,,1,139,124,3,3,4,79,1,4,1,1,0,2,0
2,1,1,2,,SANTA MARIA DE CERVELLO,,1,139,124,1,3,0,4,2,4,0,1,0,0,0
2,1,1,2,,,,1,35,88,2,3,5,63,2,4,0,1,0,3,0
2,1,1,2,,,,1,139,124,2,3,3,25,0,4,2,1,0,1,1
2,1,1,2,,,,1,139,379,2,3,0,12,0,4,2,1,0,3,0
2,1,1,1,COLEGIO,88102 REPUBLICA DE CHILE,ESTATAL,1,35,88,1,3,5,52,2,4,2,1,0,1,0
2,1,1,1,,,,1,139,124,2,3,0,14,1,4,2,1,0,2,0
2,1,1,2,COLEGIO,SANTA TERESITA DE JESUS,PRIVADA,1,35,88,1,3,5,67,1,4,0,1,0,0,0
2,1,1,2,,,,1,35,680,3,3,4,79,2,4,1,0,0,1,0
2,1,1,1,,SANTA TERESITA DEL NIÑO JESUS,,1,139,124,1,3,3,24,2,4,0,1,0,0,0
2,1,1,2,COLEGIO,MUNDO MEJOR,PRIVADA,1,139,379,1,3,5,16,1,4,0,1,0,1,0
2,1,1,1,,FE Y ALEGRIA 14,,1,139,379,1,3,5,52,2,4,2,1,0,2,0
2,1,1,1,,,,1,139,124,2,3,5,16,0,4,0,1,0,2,0
2,0,0,1,COLEGIO,SEÑOR DE LA VIDA,PRIVADA,1,139,379,1,3,6,41,2,4,2,1,0,1,1
2,1,1,1,,,,1,139,379,3,3,6,43,2,4,1,2,0,2,0
2,0,0,2,INSTITUTO,SAN PEDRO,PRIVADA,1,139,124,3,3,3,26,1,4,2,3,0,3,0
2,1,1,1,COLEGIO,PESTALOZZI,PRIVADA,1,139,379,2,3,0,4,2,4,0,2,0,0,0
